10_fft_js,10_fft_r,10_fft_t,10_dst_js,10_dst_r,10_dst_t,10_dct_js,10_dct_r,10_dct_t,10_wt_js,10_wt_r,10_wt_t,10_lp_js,10_lp_r,10_lp_t,20_fft_js,20_fft_r,20_fft_t,20_dst_js,20_dst_r,20_dst_t,20_dct_js,20_dct_r,20_dct_t,20_wt_js,20_wt_r,20_wt_t,20_lp_js,20_lp_r,20_lp_t,40_fft_js,40_fft_r,40_fft_t,40_dst_js,40_dst_r,40_dst_t,40_dct_js,40_dct_r,40_dct_t,40_wt_js,40_wt_r,40_wt_t,40_lp_js,40_lp_r,40_lp_t,label
0.0012790078,-0.0006393948,0.0006393437,2.6366102e-05,-1.3183027e-05,1.3183005e-05,0.00037143906,-0.00018571944,0.00018571514,9.600864e-05,-4.800418e-05,4.8003894e-05,0.000110472865,-5.5236374e-05,5.5235996e-05,0.010610179,-0.0053060562,0.0053025386,0.00014138642,-7.069103e-05,7.06904e-05,0.0018847657,-0.0009424266,0.0009423156,0.00024561994,-0.00012281,0.00012280811,0.0013971174,-0.00069853803,0.00069847703,0.16296694,-0.0801991,0.07940046,0.0010489513,-0.00052446994,0.00052443554,0.0019285957,-0.0009639392,0.00096382305,0.001468861,-0.0007344424,0.000734375,0.0024988619,-0.0012492989,0.0012491039,0
0.0018002065,-0.0009000993,0.000899998,7.295269e-06,-3.6476317e-06,3.6476301e-06,0.0027379028,-0.0013688256,0.0013685913,0.00010953918,-5.4769618e-05,5.4769243e-05,0.00014662775,-7.3314055e-05,7.3313386e-05,0.064109795,-0.032072887,0.031944647,0.00065757986,-0.00032878184,0.0003287683,0.0029351723,-0.0014676566,0.0014673873,0.00059183384,-0.00029590307,0.00029589212,0.0061582187,-0.0030787596,0.003077575,0.021640295,-0.010696001,0.010681713,0.0005774312,-0.00028871896,0.00028870854,0.05163688,-0.025805593,0.025722532,0.012422078,-0.006208967,0.0062041506,0.0086643,-0.0043319273,0.0043295827,0
0.0025001212,-0.0012500209,0.0012498256,0.00014558117,-7.2790615e-05,7.278995e-05,0.004613935,-0.0023068192,0.0023061542,0.00028104032,-0.00014052026,0.0001405178,5.263771e-05,-2.6318887e-05,2.63188e-05,0.03744065,-0.018720802,0.018677063,0.00043654704,-0.00021827508,0.00021826911,0.0037399365,-0.0018699329,0.0018694958,0.00016250936,-8.12532e-05,8.125238e-05,0.0029343849,-0.0014669624,0.0014666934,0.061477214,-0.02940199,0.029294193,0.0008173704,-0.0004086601,0.00040863923,0.049699776,-0.024834925,0.024757987,0.0003709089,-0.00018545565,0.00018545135,0.005138901,-0.0025696277,0.0025688026,0
0.0004105061,-0.00020524448,0.00020523921,3.4769695e-05,-1.7384838e-05,1.73848e-05,0.0009065896,-0.00045327496,0.0004532493,6.3212545e-05,-3.1606316e-05,3.160619e-05,3.9118768e-05,-1.9559358e-05,1.9559311e-05,0.019904679,-0.009955287,0.009942909,0.00026987755,-0.00013493729,0.000134935,0.006021107,-0.0030105608,0.003009428,0.00029729313,-0.00014864437,0.00014864161,0.0002891071,-0.00014455037,0.00014454777,0.30028757,-0.14146131,0.13898914,0.001560233,-0.00078006164,0.00077998557,0.0021342132,-0.0010670898,0.0010669475,0.000698184,-0.00034908584,0.00034907061,0.00014203777,-7.101867e-05,7.101804e-05,0
0.0022219867,-0.0011109868,0.0011108324,2.2967248e-05,-1.1483609e-05,1.1483593e-05,0.00038179746,-0.00019089387,0.00019088932,6.624195e-05,-3.3120992e-05,3.3120854e-05,0.00047889113,-0.00023944808,0.00023944092,0.0028079483,-0.0014032486,0.0014030025,0.00019509696,-9.7548465e-05,9.754728e-05,0.003930823,-0.0019647777,0.0019642953,0.00063278014,-0.00031639426,0.00031638175,0.001128715,-0.0005643166,0.00056427676,0.059554,-0.02980334,0.029692585,0.00012777996,-6.388911e-05,6.388859e-05,0.022815425,-0.0113753835,0.011359224,0.0027891954,-0.0013946701,0.001394427,0.014458519,-0.0072108293,0.007204334,1
0.0005596707,-0.00027983703,0.00027982725,3.5371966e-05,-1.7685948e-05,1.7685908e-05,0.0004014941,-0.000200742,0.00020073696,0.08305089,-0.04162119,0.0414054,0.0010012622,-0.00050062034,0.000500589,0.004859747,-0.0024287472,0.0024280099,0.000102054946,-5.1027433e-05,5.102711e-05,0.0028326432,-0.0014160178,0.0014157672,0.09225144,-0.04605186,0.045787778,0.002617841,-0.001308942,0.0013087279,0.024143664,-0.012076792,0.012058579,0.00018131275,-9.065563e-05,9.0654605e-05,0.013411934,-0.006695127,0.006689527,0.05137465,-0.02534314,0.025263026,0.0018670792,-0.0009335493,0.0009334404,1
0.0007417767,-0.0003708846,0.0003708674,2.3862642e-05,-1.1931304e-05,1.1931286e-05,4.7467194e-05,-2.3733588e-05,2.3733517e-05,4.8139722e-05,-2.4069874e-05,2.4069801e-05,0.0057449965,-0.0028729336,0.002871902,0.00068718236,-0.00034359517,0.0003435804,6.82845e-05,-3.4141947e-05,3.41418e-05,0.00019466187,-9.733004e-05,9.7328855e-05,0.0024610166,-0.0012305154,0.0012303262,0.02433221,-0.012171187,0.012152689,0.022780491,-0.011382169,0.01136599,0.00013531308,-6.765594e-05,6.765537e-05,0.00086832786,-0.00043410738,0.00043408383,0.011823268,-0.005911996,0.005907629,0.00226186,-0.0011309392,0.0011307794,1
